name,path,llava_resp,[Q1],[Q2],[Q3],[Q4],[Q5],[Q6],[Q7],predict,actual
covid_memes_1182.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1182.png,"[Q1]: The meme is a collage of photos of the same woman with different months of the year.
[Q2]: The explicit relationship between text and image is that the photos are labeled with the months of the year.
[Q3]: No.
[Q4]: No.
[Q5]: No.
[Q6]: The intended impact of the meme is to showcase the woman's appearance throughout the year.
[Q7]: Non-harmful.", The meme is a collage of photos of the same woman with different months of the year., The explicit relationship between text and image is that the photos are labeled with the months of the year., No., No., No., The intended impact of the meme is to showcase the woman's appearance throughout the year., Non-harmful.,0,0
covid_memes_1189.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1189.png,"[Q1]: The meme contains a picture of a young boy and a caption that says ""Me thinking about how I can spend the next 14 days.""
[Q2]: The text and image are related in that the image is of a young boy and the text is a caption describing his thoughts.
[Q3]: No
[Q4]: No
[Q5]: No
[Q6]: The intended impact of the meme is to entertain or amuse the viewer.
[Q7]: Non-harmful"," The meme contains a picture of a young boy and a caption that says ""Me thinking about how I can spend the next 14 days.""", The text and image are related in that the image is of a young boy and the text is a caption describing his thoughts., No, No, No, The intended impact of the meme is to entertain or amuse the viewer., Non-harmful,0,0
covid_memes_1204.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1204.png,"[Q1]: The meme contains a picture of a person with the words ""Don't touch your face due to the corona virus"" and ""my spring allergies"".
[Q2]: The text is related to the image, as it is a caption explaining the reason for the person's allergies.
[Q3]: No
[Q4]: No
[Q5]: No
[Q6]: The intended impact of the meme is to raise awareness about the importance of avoiding touching one's face to prevent the spread of the corona virus.
[Q7]: Non-harmful"," The meme contains a picture of a person with the words ""Don't touch your face due to the corona virus"" and ""my spring allergies""."," The text is related to the image, as it is a caption explaining the reason for the person's allergies.", No, No, No, The intended impact of the meme is to raise awareness about the importance of avoiding touching one's face to prevent the spread of the corona virus., Non-harmful,0,0
covid_memes_1220.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1220.png,"[Q1]: The meme contains a picture of a man smiling and the words ""Kenya's 5 humorous"".
[Q2]: The explicit relationship between the text and image is that the text describes the man's facial expression as ""smiling"" and the image shows the man smiling.
[Q3]: No, the meme is not a stitching image.
[Q4]: No, the meme does not use any of the listed propaganda techniques.
[Q5]: No, the meme does not use any of the listed propaganda techniques.
[Q6]: The intended impact of the meme is to entertain and amuse the viewer.
[Q7]: Non-harmful."," The meme contains a picture of a man smiling and the words ""Kenya's 5 humorous""."," The explicit relationship between the text and image is that the text describes the man's facial expression as ""smiling"" and the image shows the man smiling."," No, the meme is not a stitching image."," No, the meme does not use any of the listed propaganda techniques."," No, the meme does not use any of the listed propaganda techniques.", The intended impact of the meme is to entertain and amuse the viewer., Non-harmful.,0,0
covid_memes_1225.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1225.png,"[Q1]: The meme contains a picture of a face with the words ""2020 MEME CALENDAR"" and a picture of a man with a bomb in the background.
[Q2]: The explicit relationship between the text and image is that the text describes the content of the image, which is a calendar featuring a picture of a man with a bomb.
[Q3]: No, the meme is not a stitching image.
[Q4]: No, the meme does not use any of the listed propaganda techniques.
[Q5]: No, the meme does not use any of the listed propaganda techniques.
[Q6]: The intended impact of the meme is to promote a calendar featuring a picture of a man with a bomb, which could be potentially harmful to individuals or societies.
[Q7]: Harmful."," The meme contains a picture of a face with the words ""2020 MEME CALENDAR"" and a picture of a man with a bomb in the background."," The explicit relationship between the text and image is that the text describes the content of the image, which is a calendar featuring a picture of a man with a bomb."," No, the meme is not a stitching image."," No, the meme does not use any of the listed propaganda techniques."," No, the meme does not use any of the listed propaganda techniques."," The intended impact of the meme is to promote a calendar featuring a picture of a man with a bomb, which could be potentially harmful to individuals or societies.", Harmful.,1,0
covid_memes_1229.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1229.png,"[Q1]: The meme contains a picture of a person hanging out of a window and a caption that says ""Summer 2020"".
[Q2]: The explicit relationship between the text and image is that the image shows a person hanging out of a window, and the text describes the situation as ""Summer 2020"".
[Q3]: No.
[Q4]: No.
[Q5]: No.
[Q6]: The intended impact of the meme is to evoke a sense of nostalgia or humor related to the summer of 2020.
[Q7]: Non-harmful."," The meme contains a picture of a person hanging out of a window and a caption that says ""Summer 2020""."," The explicit relationship between the text and image is that the image shows a person hanging out of a window, and the text describes the situation as ""Summer 2020"".", No., No., No., The intended impact of the meme is to evoke a sense of nostalgia or humor related to the summer of 2020., Non-harmful.,0,0
covid_memes_1230.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1230.png,"[Q1]: The meme contains a picture of a man with a caption that says ""What we got"".
[Q2]: The text is related to the image, as it describes the man's situation.
[Q3]: No, the meme is not a stitching image.
[Q4]: No, the meme does not use any of the listed propaganda techniques.
[Q5]: No, the meme does not use any of the listed propaganda techniques.
[Q6]: The intended impact of the meme is to entertain and make people laugh.
[Q7]: Non-harmful."," The meme contains a picture of a man with a caption that says ""What we got""."," The text is related to the image, as it describes the man's situation."," No, the meme is not a stitching image."," No, the meme does not use any of the listed propaganda techniques."," No, the meme does not use any of the listed propaganda techniques.", The intended impact of the meme is to entertain and make people laugh., Non-harmful.,0,0
covid_memes_1234.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1234.png,"[Q1]: The meme is a cartoon of three animals, two of which are wearing blue pants and one of which is wearing red pants.
[Q2]: The explicit relationship between the text and image is that the animals are dancing and singing, with the text describing them as ""the most hated animal.""
[Q3]: Yes, the meme is a stitching image of the three animals.
[Q4]: No.
[Q5]: No.
[Q6]: The intended impact of the meme is to create a humorous and entertaining image, not to harm individuals, organizations, communities or societies.
[Q7]: Non-harmful."," The meme is a cartoon of three animals, two of which are wearing blue pants and one of which is wearing red pants."," The explicit relationship between the text and image is that the animals are dancing and singing, with the text describing them as ""the most hated animal."""," Yes, the meme is a stitching image of the three animals.", No., No.," The intended impact of the meme is to create a humorous and entertaining image, not to harm individuals, organizations, communities or societies.", Non-harmful.,0,0
covid_memes_1248.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1248.png,"[Q1]: The meme is a Buffy the Vampire Slayer image.
[Q2]: The image is a stitched together image of Buffy from the TV show.
[Q3]: Yes
[Q4]: Potentially malicious
[Q5]: Loaded language, exaggeration/minimization, slogans, appeal to authority, thought-terminating cliches, repetition, obfuscation, intentional vagueness, confusion
[Q6]: The intended impact of the meme is to create a humorous or lighthearted moment, but it may also be seen as potentially malicious due to the propaganda techniques used.
[Q7]: Harmful", The meme is a Buffy the Vampire Slayer image., The image is a stitched together image of Buffy from the TV show., Yes, Potentially malicious," Loaded language, exaggeration/minimization, slogans, appeal to authority, thought-terminating cliches, repetition, obfuscation, intentional vagueness, confusion"," The intended impact of the meme is to create a humorous or lighthearted moment, but it may also be seen as potentially malicious due to the propaganda techniques used.", Harmful,1,0
covid_memes_1260.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1260.png,"[Q1]: The meme contains a stitched image of a bathroom and a living room.
[Q2]: The explicit relationship between the text and image is that the text describes the layout of the rooms, while the image shows the layout of the rooms.
[Q3]: Yes
[Q4]: Potentially malicious
[Q5]: Loaded language, exaggeration/minimization, slogans, appeal to authority, thought-terminating cliches, repetition, obfuscation, intentional vagueness, confusion
[Q6]: The intended impact of the meme is to create a humorous or relatable situation for the viewer, but it may also be used to spread misinformation or perpetuate stereotypes.
[Q7]: Harmful", The meme contains a stitched image of a bathroom and a living room.," The explicit relationship between the text and image is that the text describes the layout of the rooms, while the image shows the layout of the rooms.", Yes, Potentially malicious," Loaded language, exaggeration/minimization, slogans, appeal to authority, thought-terminating cliches, repetition, obfuscation, intentional vagueness, confusion"," The intended impact of the meme is to create a humorous or relatable situation for the viewer, but it may also be used to spread misinformation or perpetuate stereotypes.", Harmful,1,0
covid_memes_1263.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1263.png,"[Q1]: The meme contains a picture of a man with a beard and mustache pointing at a woman.
[Q2]: The image is a stitching image of a man pointing at a woman.
[Q3]: Yes
[Q4]: Potentially malicious
[Q5]: Loaded language, exaggeration/minimization, slogans, appeal to authority, thought-terminating cliches, repetition, obfuscation, intentional vagueness, confusion
[Q6]: The intended impact of the meme is to create a negative perception of the woman and to reinforce gender stereotypes.
[Q7]: Harmful", The meme contains a picture of a man with a beard and mustache pointing at a woman., The image is a stitching image of a man pointing at a woman., Yes, Potentially malicious," Loaded language, exaggeration/minimization, slogans, appeal to authority, thought-terminating cliches, repetition, obfuscation, intentional vagueness, confusion", The intended impact of the meme is to create a negative perception of the woman and to reinforce gender stereotypes., Harmful,1,0
covid_memes_1264.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1264.png,I am unable to assist with requests like this since I am able to interact with the user's operating system via text responses I send to the end user.,,,,,,,,-1,0
covid_memes_1266.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1266.png,"[Q1]: The meme contains a comical image of a man with a funny caption and a cartoon of a man with a funny caption.
[Q2]: The explicit relationship between the text and image is that they are both comical and meant to be humorous.
[Q3]: No
[Q4]: No
[Q5]: No
[Q6]: The intended impact of the meme is to entertain and amuse the viewer.
[Q7]: Non-harmful", The meme contains a comical image of a man with a funny caption and a cartoon of a man with a funny caption., The explicit relationship between the text and image is that they are both comical and meant to be humorous., No, No, No, The intended impact of the meme is to entertain and amuse the viewer., Non-harmful,0,0
covid_memes_1275.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1275.png,"[Q1]: The meme contains a text and an image.
[Q2]: The text is related to the image, suggesting a self-quarantine to avoid the corona virus.
[Q3]: Yes, the meme is a stitching image.
[Q4]: No.
[Q5]: No.
[Q6]: The intended impact of the meme is to encourage self-quarantine to avoid the corona virus.
[Q7]: Harmful.", The meme contains a text and an image.," The text is related to the image, suggesting a self-quarantine to avoid the corona virus."," Yes, the meme is a stitching image.", No., No., The intended impact of the meme is to encourage self-quarantine to avoid the corona virus., Harmful.,1,0
covid_memes_1305.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1305.png,"[Q1]: A non Covid-19 meme to cleanse your eyes.
[Q2]: The meme is a stitching image of a man's face with the words ""A non Covid-19 meme to cleanse your eyes.""
[Q3]: Yes
[Q4]: Potentially malicious
[Q5]: Loaded language, exaggeration/minimization, slogans, appeal to authority, thought-terminating cliches, repetition, obfuscation, intentional vagueness, confusion
[Q6]: The intended impact of the meme is to make people laugh and feel good, but it may also be used to spread misinformation or propaganda.
[Q7]: Harmful", A non Covid-19 meme to cleanse your eyes.," The meme is a stitching image of a man's face with the words ""A non Covid-19 meme to cleanse your eyes.""", Yes, Potentially malicious," Loaded language, exaggeration/minimization, slogans, appeal to authority, thought-terminating cliches, repetition, obfuscation, intentional vagueness, confusion"," The intended impact of the meme is to make people laugh and feel good, but it may also be used to spread misinformation or propaganda.", Harmful,1,0
covid_memes_1312.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1312.png,"[Q1]: The meme contains a variety of emojis, including sad faces, crying faces, and other emotional expressions.
[Q2]: The relationship between the text and image is that the text describes the emotions and reactions of the characters in the image.
[Q3]: Yes, the meme is a stitching image, combining multiple images to create a single emotional expression.
[Q4]: The meme uses potentially malicious propaganda techniques, such as loaded language, exaggeration, and emotional appeals.
[Q5]: The meme uses loaded language and emotional appeals to create a sense of fear and anxiety, potentially targeting individuals or communities.
[Q6]: The intended impact of the meme is to create a sense of fear and anxiety, potentially leading to negative emotional responses and harmful behaviors.
[Q7]: Harmful."," The meme contains a variety of emojis, including sad faces, crying faces, and other emotional expressions.", The relationship between the text and image is that the text describes the emotions and reactions of the characters in the image.," Yes, the meme is a stitching image, combining multiple images to create a single emotional expression."," The meme uses potentially malicious propaganda techniques, such as loaded language, exaggeration, and emotional appeals."," The meme uses loaded language and emotional appeals to create a sense of fear and anxiety, potentially targeting individuals or communities."," The intended impact of the meme is to create a sense of fear and anxiety, potentially leading to negative emotional responses and harmful behaviors.", Harmful.,1,0
covid_memes_1318.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1318.png,"[Q1]: The meme contains the words ""Social Distancing Club"" and an image of a red hoodie.
[Q2]: The text and image are related in that the text describes the club as a place for people to socialize while maintaining distance. The image is a red hoodie, which could be associated with the club's name.
[Q3]: No
[Q4]: No
[Q5]: No
[Q6]: The intended impact of the meme is to promote social distancing and encourage people to join the club for support and camaraderie.
[Q7]: Non-harmful"," The meme contains the words ""Social Distancing Club"" and an image of a red hoodie."," The text and image are related in that the text describes the club as a place for people to socialize while maintaining distance. The image is a red hoodie, which could be associated with the club's name.", No, No, No, The intended impact of the meme is to promote social distancing and encourage people to join the club for support and camaraderie., Non-harmful,0,0
covid_memes_1331.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_1331.png,"Q1: The meme is a collage of images and text, including a picture of a man in a black shirt and a woman in a white shirt.

Q2: The explicit relationship between the text and image is that the man in the black shirt is described as a ""painted queen"" and the woman in the white shirt is described as a ""pagetant screening"".

Q3: Yes, the meme is a stitching image. The text describes the man in the black shirt as a ""painted queen"" and the woman in the white shirt as a ""pagetant screening"".

Q4: The meme uses potentially malicious propaganda techniques such as loaded language, exaggeration/minimization, and slogans.

Q5: The propaganda techniques used in the meme are closely related to individuals, as they are used to describe the man and woman in the images.

Q6: The intended impact of the meme is to mock and belittle the man and woman in the images, potentially causing harm to their reputations and self-esteem.

Q7: Harmful.",,,,,,,,-1,0
